7139885,Quinby Police Department,Quinby Police Department,"Quimby Police Department,Quinby Police Department",34.22947,-79.74045,S,BLDG,US,,SC,041,,,0,42,46,America/New_York,"2014-10-08
"
4228108,Upton,Upton,,31.52158,-82.8932,P,PPL,US,,GA,069,,,0,78,83,America/New_York,"2010-02-15
"
6297498,Gloucester Coast Guard Station,Gloucester Coast Guard Station,K34B,42.58333,-70.66667,S,STNM,US,,MA,009,26150,,0,1,-9999,America/New_York,"2017-05-23
"
4306502,Rockhouse Branch,Rockhouse Branch,,37.99481,-83.16601,H,STM,US,,KY,175,,,0,262,268,America/New_York,"2006-01-15
"
5167441,Price Cemetery,Price Cemetery,"Old Patterson Cemetery,Price Cemetery",40.7895,-83.53159,S,CMTY,US,,OH,065,37814,,0,277,280,America/New_York,"2017-05-23
"
4813131,Lost River Baptist Church,Lost River Baptist Church,"Lost River Baptist Church,Lost River Church",38.95817,-78.8053,S,CH,US,,WV,031,,,0,418,423,America/New_York,"2010-02-19
"
5789820,Chehalis Middle School,Chehalis Middle School,,46.64149,-122.94152,S,SCH,US,,WA,041,,,0,63,62,America/Los_Angeles,"2006-01-15
"
5395194,Shepherd of the Valley Lutheran Church,Shepherd of the Valley Lutheran Church,,37.22856,-121.88384,S,CH,US,,CA,085,,,0,76,75,America/Los_Angeles,"2006-01-15
"
4435807,Methodist Cemetery,Methodist Cemetery,,32.98707,-89.06034,S,CMTY,US,,MS,159,,,0,156,163,America/Chicago,"2010-02-16
"
4674115,Big Bayou,Big Bayou,,28.41954,-96.79032,H,LK,US,,TX,391,,,0,1,3,America/Chicago,"2011-12-11
"
5799706,Keystone Mine,Keystone Mine,,48.32046,-117.66163,S,MN,US,,WA,065,,,0,934,937,America/Los_Angeles,"2006-01-15
"
7229000,Woodlawn Mobile Home Estates,Woodlawn Mobile Home Estates,,39.62732,-76.06855,P,PPL,US,,MD,015,,,0,139,139,America/New_York,"2010-02-06
"
